// GENEL KISIM
15000 tl altında 6 gb ram android telefon öner -> price:<=15000; brand:none; os:android; usage:none; ram:>=6; storage:none; battery:none; camera:none; screen:none;
25000 tl civarı hızlı şarj olan android -> price:<=25000; brand:none; os:android; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none; 
Fotoğraf çekmek için ön kamerası iyi telefon -> price:any; brand:none; os:none; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
15000 tl üstü iyi kameralı android -> price:>=15000; brand:none; os:android; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
Bataryası normal ama ekranı büyük android -> price:any; brand:none; os:android; usage:none; ram:none; storage:none; battery:medium; camera:none; screen:good; 
En ucuz iyi bataryalı telefon -> price:<=10000; brand:none; os:none; usage:none; ram:none; storage:none; battery:good; camera:none; screen:none; 
Yüksek ram ve bataryası iyi telefon -> price:any; brand:none; os:none; usage:none; ram:good; storage:none; battery:good; camera:none; screen:none; 
Öğrenci için fotoğraf çekmek için uygun fiyatlı iphone -> price:<=18000; brand:apple; os:ios; usage:student_photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
256 gb depolama ve hızlı android -> price:any; brand:none; os:android; usage:game; ram:none; storage:256; battery:none; camera:none; screen:none; 
İş için uygun fiyatlı ve bataryası iyi android -> price:<=15000; brand:none; os:android; usage:work; ram:none; storage:none; battery:good; camera:none; screen:none; 
Oyun ve günlük kullanım için iphone -> price:any; brand:apple; os:ios; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none; 
günlük kullanım için iphone -> price:any; brand:apple; os:ios; usage:daily; ram:none; storage:none; battery:none; camera:none; screen:none; 
günlük kullanım için telefon -> price:any; brand:none; os:none; usage:daily; ram:none; storage:none; battery:none; camera:none; screen:none; 
Kamerası iyi ve bataryası kötü olmayan telefon -> price:any; brand:none; os:none; usage:photo; ram:none; storage:none; battery:good; camera:good; screen:none; 
Düşük bütçeli, bataryası normal android -> price:<=10000; brand:none; os:android; usage:none; ram:none; storage:none; battery:medium; camera:none; screen:none; 
Ekranı küçük ama hızlı bir android -> price:any; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:bad; 
Çok fazla depolama alanı ve bataryası iyi olan android -> price:any; brand:none; os:android; usage:none; ram:none; storage:good; battery:good; camera:none; screen:none; 
bataryası normal -> price:any; brand:none; os:none; usage:none; ram:none; storage:none; battery:medium; camera:none; screen:none; 

// GEMINI BITIS KISMI

// BÜTÇE KISMI
bütçem 15000 tl -> price:<= 15000; brand:none; os:none; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
bütçem min 15000tl -> price:>= 15000; brand:none; os:none; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
en fazla 15000tl olan telefon -> price:<= 15000; brand:none; os:none; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
en az 15000tl olan telefon -> price:>= 15000; brand:none; os:none; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
15000 tl bütçeli telefon -> price:<=15000; brand:none; os:none; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
15000 tl -> price<= 15000; brand:none; os:none; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
bütçem max 15000tl -> price:15000;
fiyatı 15000 tl -> price:15000; brand:none; os:none; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
fiyatı 15000 lira -> price:15000; brand:none; os:none; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
bütçe farketmez -> price:any; brand:none; os:none; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
bütçe önemli değil -> price:any; brand:none; os:none; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
15000 lira -> price:<= 15000; brand:none; os:none; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
15000 tllik -> price<= 15000; brand:none; os:none; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
orta segment telefon 20000 tl civarı -> price:<=20000; brand:none; os:none; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 

// OS ANDROID
android -> price:none; brand:none; os:android;usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
androıd -> price:none; brand:none; os:andorid; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
samsung -> price:none; brand:samsung; os:android;usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
androd -> price:none; brand:none; os:android;usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
android telefon öner -> price:none; brand:none; os:andorid; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 

xiaomi telefon -> price:none; brand:xiaomi; os:android;usage:none; ram:none; storage:none; battery:none; camera:none; screen:none;
şayomi telefon -> price:none; brand:xiaomi; os:android;usage:none; ram:none; storage:none; battery:none; camera:none; screen:none;
çin telefonu -> price:none; brand:xiaomi; os:android;usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
iksiaomi -> price:none; brand:xiaomi; os:android;usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 

// OS IOS
apple telefon -> price:none; brand:apple; os:ios; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
apple -> price:none; brand:apple; os:ios; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
ayfon telefon -> price:none; brand:apple; os:ios; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
ios telefon -> price:none; brand:apple; os:ios; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
iphone marka -> price:none; brand:apple; os:ios; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
iphon marka -> price:none; brand:apple; os:ios; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
apple marka telefon -> price:none; brand:apple; os:ios; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
epıl -> price:none; brand:apple; os:ios; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none; 
apple marka -> price:none; brand:apple; os:ios; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none;
eypıl marka -> price:none; brand:apple; os:ios; usage:none; ram:none; storage:none; battery:none; camera:none; screen:none;


// USAGE GAME KISMI
oyuncu telefonu -> price:none; brand:none; os:none; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none; 
oyun telefonu -> price:none; brand:none; os:none; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none; 
gaming telefon -> price:none; brand:none; os:none; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none; 
oyun oynanan telefon -> price:none; brand:none; os:none; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none; 
oyun oynamak için -> price:none; brand:none; os:none; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none; 
oyun için -> price:none; brand:none; os:none; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none; 
pubg için -> price:none; brand:none; os:none; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none; 
pubg telefon -> price:none; brand:none; os:none; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none; 
pubg oyunu oynamak için  -> price:none; brand:none; os:none; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none; 
pubg oyunu android  -> price:none; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none; 
gaming telefon istiyorum -> price:none; brand:none; os:none; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none; 
gaming android telefon -> price:none; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none; 
güçlü android telefon -> price:none; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
güçlü telefon -> price:none; brand:none; os:android; usage:game; ram:none; storage:none; battery:none; camera:none; screen:none;
oyun için olan ama iyi kameralı telefon -> price:none; brand:none; os:none; usage:game; ram:none; storage:none; battery:none; camera:good; screen:none;
oyun ve selfie için -> price:none; brand:none; os:none; usage:game; ram:none; storage:none; battery:none; camera:good; screen:none;


// USAGE PHOTO KISMI
fotograf -> price:none; brand:none; os:none; usage:photo; ram:none; storage:none; battery:none; camera:none; screen:none; 
selfie çekmek için -> price:none; brand:none; os:none; usage:photo; ram:none; storage:none; battery:none; camera:none; screen:none; 
kamerası iyi olan -> price:none; brand:none; os:none; usage:photo; ram:none; storage:none; battery:none; camera:none; screen:none; 
kamerası kötü olmayan -> price:none; brand:none; os:none; usage:photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
kamerası kötü olan -> price:none; brand:none; os:none; usage:photo; ram:none; storage:none; battery:none; camera:bad; screen:none; 

kamera iyi -> price:none; brand:none; os:none; usage:phone; ram:none; storage:none; battery:none; camera:good; screen:none;
iyi kamera -> price:none; brand:none; os:none; usage:phone; ram:none; storage:none; battery:none; camera:good; screen:none; 
fotoğraf telefonu -> price:none; brand:none; os:none; usage: photo; ram:none; storage:none; battery:none; camera:good; screen:none; 
foto için -> price:none; brand:none; os:none; usage: photo; ram:none; storage:none; battery:none; camera:good; screen:none; 


// RAM KISMI
rami 8 olan -> price:none; brand:none; os:none; usage: none; ram: 8; storage:none; battery:none; camera:none; screen:none; 
rami 6 gb olan -> price:none; brand:none; os:none; usage: none; ram: 6; storage:none; battery:none; camera:none; screen:none;
rami 4 GB olan -> price:none; brand:none; os:none; usage: none; ram:4; storage:none; battery:none; camera:none; screen:none; 
rami 8 gigabyte olan -> price:none; brand:none; os:none; usage: none; ram:8; storage:none; battery:none; camera:none; screen:none; 
rami 12 olan -> price:none; brand:none; os:none; usage: none; ram:12; storage:none; battery:none; camera:none; screen:none; 
rami 16 olan -> price:none; brand:none; os:none; usage: none; ram:16; storage:none; battery:none; camera:none; screen:none; 

// STORAGE KISMI
hafızası iyi olan -> price:none; brand:none; os:none; usage:none; ram:none; storage: good; battery:none; camera:none; screen:none; 
depolama iyi olan -> price:none; brand:none; os:none; usage:none; ram:none; storage: good; battery:none; camera:none; screen:none; 
depolama çok olan -> price:none; brand:none; os:none; usage:none; ram:none; storage: good; battery:none; camera:none; screen:none; 
depolaması orta olan -> price:none; brand:none; os:none; usage:none; ram:none; storage: medium; battery:none; camera:none; screen:none; 
hafızası çok olan -> price:none; brand:none; os:none; usage:none; ram:none; storage: good; battery:none; camera:none; screen:none; 
hafızası fark etmez -> price:none; brand:none; os:none; usage:none; ram:none; storage: any; battery:none; camera:none; screen:none; 
hafızası ortalama olan -> price:none; brand:none; os:none; usage:none; ram:none; storage: medium; battery:none; camera:none; screen:none;
hafıza ortalama  -> price:none; brand:none; os:none; usage:none; ram:none; storage: medium; battery:none; camera:none; screen:none;
hafızası aşırı olan -> price:none; brand:none; os:none; usage:none; ram:none; storage: good; battery:none; camera:none; screen:none; 
256 gb hafıza -> price:none; brand:none; os:none; usage:none; ram:none; storage: 256; battery:none; camera:none; screen:none; 
128 gb hafıza -> price:none; brand:none; os:none; usage:none; ram:none; storage: 128; battery:none; camera:none; screen:none; 
hafızası hemen dolmayan telefon öner -> price:none; brand:none; os:none; usage:none; ram:none; storage: good; battery:none; camera:none; screen:none; 
hafıza olarak sorun çekmeyeceğim bir telefon öner -> price:none; brand:none; os:none; usage:none; ram:none; storage: good; battery:none; camera:none; screen:none; 

// BATARYA KISMI
bataryası iyi olan -> price:none; brand:none; os:none; usage:none; ram:none; storage: none; battery:good; camera:none; screen:none; 
bataryası kötü  -> price:none; brand:none; os:none; usage:none; ram:none; storage: none; battery:bad; camera:none; screen:none; 
bataryası çok olan -> price:none; brand:none; os:none; usage:none; ram:none; storage: none; battery:good; camera:none; screen:none; 
şarjı çok giden -> price:none; brand:none; os:none; usage:none; ram:none; storage: none; battery:good; camera:none; screen:none; 
şarjı çok olan -> price:none; brand:none; os:none; usage:none; ram:none; storage: none; batarya:good; camera:none; screen:none; 
şarjı yetsin -> price:none; brand:none; os:none; usage:none; ram:none; storage: none; battery:good; camera:none; screen:none; 
bataryası fark etmez-> price:none; brand:none; os:none; usage:none; ram:none; storage: none; battery:any; camera:none; screen:none; 
6000 mah üstü batarya telefon -> price:none; brand:none; os:none; usage:none; ram:none; storage: none; battery:good; camera:none; screen:none; 
4000 mah üstü batarya telefon -> price:none; brand:none; os:none; usage:none; ram:none; storage: none; battery:good; camera:none; screen:none; 
3000 mah ve altı batarya telefon -> price:none; brand:none; os:none; usage:none; ram:none; storage: none; battery:bad; camera:none; screen:none; 
uzun batarya ömrü telefon -> price:none; brand:none; os:none; usage:none; ram:none; storage: none; battery:good; camera:none; screen:none; 
batarya olarak sorun çekmeyeceğim -> price:none; brand:none; os:none; usage:none; ram:none; storage: none; battery:good; camera:none; screen:none;
batarya iyi -> price:none; brand:none; os:none; usage:none; ram:none; storage: none; battery:good; camera:none; screen:none; 
batarya kötü -> price:none; brand:none; os:none; usage:none; ram:none; storage: none; battery:bad; camera:none; screen:none; 
uzun süre dayanacak telefon -> price:none; brand:none; os:none; usage:none; ram:none; storage: good; battery:good; camera:none; screen:none; 

// ekran kısmı

ekranı büyük olan -> price:none; brand:none; os:none; usage:none; ram:none; storage: none; battery:good; camera:none; screen: good;
ekranı normal olan -> price:none; brand:none; os:none; usage:none; ram:none; storage: none; battery:good; camera:none; screen: medium;
normal ekran -> price:none; brand:none; os:none; usage:none; ram:none; storage: none; battery:good; camera:none; screen: medium;
ekranı kocaman olan -> price:none; brand:none; os:none; usage:none; ram:none; storage: none; battery:good; camera:none; screen: good;
ekranı normal olan -> price:none; brand:none; os:none; usage:none; ram:none; storage: none; battery:good; camera:none; screen: bad;
